Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453413130 , Gap_End_2 : 1453413144, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512615, Lon2 : 48.369633 , Lat2 : -4.515003 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1456143348 , Gap_End_2 : 1456143359, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.36989 , Lat2 : -4.5147066 }
Suspicious RendezVous : { Vessel_1 : 250000870, Vessel_2 : 227941000 , Gap_End_1 : 1456143346 , Gap_End_2 : 1456143360, GeoHash : gbscts, Lon1 : 48.099117 , Lat1 : -4.3265815, Lon2 : 48.100086 , Lat2 : -4.327222 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 226178000 , Gap_End_1 : 1456143360 , Gap_End_2 : 1456143392, GeoHash : gbscts, Lon1 : 48.100086 , Lat1 : -4.327222, Lon2 : 48.098232 , Lat2 : -4.3258667 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227612860 , Gap_End_1 : 1456143351 , Gap_End_2 : 1456214461, GeoHash : gbsg1x, Lon1 : 48.382465 , Lat1 : -4.49669, Lon2 : 48.37934 , Lat2 : -4.496035 }
Suspicious RendezVous : { Vessel_1 : 226178000, Vessel_2 : 227941000 , Gap_End_1 : 1456143392 , Gap_End_2 : 1456214470, GeoHash : gbscts, Lon1 : 48.098232 , Lat1 : -4.3258667, Lon2 : 48.100086 , Lat2 : -4.3272433 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 250000870 , Gap_End_1 : 1456214470 , Gap_End_2 : 1456214477, GeoHash : gbscts, Lon1 : 48.100086 , Lat1 : -4.3272433, Lon2 : 48.0991 , Lat2 : -4.326598 }
Suspicious RendezVous : { Vessel_1 : 227592820, Vessel_2 : 228762000 , Gap_End_1 : 1455189769 , Gap_End_2 : 1456214479, GeoHash : gbsg1u, Lon1 : 48.36303 , Lat1 : -4.4879866, Lon2 : 48.366287 , Lat2 : -4.487955 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1456143359 , Gap_End_2 : 1456214488, GeoHash : gbsg1m, Lon1 : 48.36989 , Lat1 : -4.5147066, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456143343 , Gap_End_2 : 1456214499, GeoHash : gbsfc2, Lon1 : 48.29642 , Lat1 : -4.512542, Lon2 : 48.29656 , Lat2 : -4.5123816 }
Suspicious RendezVous : { Vessel_1 : 250000870, Vessel_2 : 227941000 , Gap_End_1 : 1456214477 , Gap_End_2 : 1456291339, GeoHash : gbscts, Lon1 : 48.0991 , Lat1 : -4.326598, Lon2 : 48.10009 , Lat2 : -4.32723 }
Suspicious RendezVous : { Vessel_1 : 227612860, Vessel_2 : 227705102 , Gap_End_1 : 1456214461 , Gap_End_2 : 1456291350, GeoHash : gbsg1x, Lon1 : 48.37934 , Lat1 : -4.496035, Lon2 : 48.38247 , Lat2 : -4.496695 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456291350 , Gap_End_2 : 1456291358, GeoHash : gbsg1x, Lon1 : 48.38247 , Lat1 : -4.496695, Lon2 : 48.382393 , Lat2 : -4.496595 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1455994672 , Gap_End_2 : 1456446252, GeoHash : gbsg1z, Lon1 : 48.380726 , Lat1 : -4.4858885, Lon2 : 48.381203 , Lat2 : -4.484443 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1456291371 , Gap_End_2 : 1456446252, GeoHash : gbsg1z, Lon1 : 48.38112 , Lat1 : -4.4857035, Lon2 : 48.381203 , Lat2 : -4.484443 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1456356994 , Gap_End_2 : 1456446252, GeoHash : gbsg1z, Lon1 : 48.381077 , Lat1 : -4.485708, Lon2 : 48.381203 , Lat2 : -4.484443 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 228302900 , Gap_End_1 : 1455488582 , Gap_End_2 : 1456446255, GeoHash : gbscte, Lon1 : 48.09801 , Lat1 : -4.323982, Lon2 : 48.098034 , Lat2 : -4.3242965 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456291358 , Gap_End_2 : 1456446260, GeoHash : gbsg1x, Lon1 : 48.382393 , Lat1 : -4.496595, Lon2 : 48.38242 , Lat2 : -4.4967165 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456356955 , Gap_End_2 : 1456446260, GeoHash : gbsg1x, Lon1 : 48.382427 , Lat1 : -4.496595, Lon2 : 48.38242 , Lat2 : -4.4967165 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456446256 , Gap_End_2 : 1456446260, GeoHash : gbsg1x, Lon1 : 48.38238 , Lat1 : -4.4966035, Lon2 : 48.38242 , Lat2 : -4.4967165 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456446260 , Gap_End_2 : 1456541715, GeoHash : gbsg1x, Lon1 : 48.38242 , Lat1 : -4.4967165, Lon2 : 48.382492 , Lat2 : -4.496673 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1456446252 , Gap_End_2 : 1456541721, GeoHash : gbsg1z, Lon1 : 48.381203 , Lat1 : -4.484443, Lon2 : 48.38112 , Lat2 : -4.4857183 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1456541712 , Gap_End_2 : 1456541721, GeoHash : gbsg1z, Lon1 : 48.381107 , Lat1 : -4.4844985, Lon2 : 48.38112 , Lat2 : -4.4857183 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1456541721 , Gap_End_2 : 1456541734, GeoHash : gbsg1z, Lon1 : 48.38112 , Lat1 : -4.4857183, Lon2 : 48.381535 , Lat2 : -4.4861317 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456541715 , Gap_End_2 : 1456541736, GeoHash : gbsg1x, Lon1 : 48.382492 , Lat1 : -4.496673, Lon2 : 48.38239 , Lat2 : -4.496605 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227006750 , Gap_End_1 : 1456541734 , Gap_End_2 : 1456646163, GeoHash : gbsg1z, Lon1 : 48.381535 , Lat1 : -4.4861317, Lon2 : 48.381092 , Lat2 : -4.4845533 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227008170 , Gap_End_1 : 1456646163 , Gap_End_2 : 1456646164, GeoHash : gbsg1z, Lon1 : 48.381092 , Lat1 : -4.4845533, Lon2 : 48.381565 , Lat2 : -4.486115 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456541736 , Gap_End_2 : 1456646176, GeoHash : gbsg1x, Lon1 : 48.38239 , Lat1 : -4.496605, Lon2 : 48.38246 , Lat2 : -4.49668 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456646166 , Gap_End_2 : 1456646176, GeoHash : gbsg1x, Lon1 : 48.382435 , Lat1 : -4.496575, Lon2 : 48.38246 , Lat2 : -4.49668 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227436000 , Gap_End_1 : 1456291339 , Gap_End_2 : 1456646177, GeoHash : gbscts, Lon1 : 48.10009 , Lat1 : -4.32723, Lon2 : 48.0983 , Lat2 : -4.326532 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227436000 , Gap_End_1 : 1456356960 , Gap_End_2 : 1456646177, GeoHash : gbscts, Lon1 : 48.100086 , Lat1 : -4.327225, Lon2 : 48.0983 , Lat2 : -4.326532 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227436000 , Gap_End_1 : 1456446259 , Gap_End_2 : 1456646177, GeoHash : gbscts, Lon1 : 48.100086 , Lat1 : -4.32723, Lon2 : 48.0983 , Lat2 : -4.326532 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227436000 , Gap_End_1 : 1456541710 , Gap_End_2 : 1456646177, GeoHash : gbscts, Lon1 : 48.10009 , Lat1 : -4.3271985, Lon2 : 48.0983 , Lat2 : -4.326532 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227436000 , Gap_End_1 : 1456646171 , Gap_End_2 : 1456646177, GeoHash : gbscts, Lon1 : 48.100098 , Lat1 : -4.327245, Lon2 : 48.0983 , Lat2 : -4.326532 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227006750 , Gap_End_1 : 1456646164 , Gap_End_2 : 1456729762, GeoHash : gbsg1z, Lon1 : 48.381565 , Lat1 : -4.486115, Lon2 : 48.381176 , Lat2 : -4.484433 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1456729762 , Gap_End_2 : 1456729764, GeoHash : gbsg1z, Lon1 : 48.381176 , Lat1 : -4.484433, Lon2 : 48.38112 , Lat2 : -4.4858465 }
Suspicious RendezVous : { Vessel_1 : 227436000, Vessel_2 : 227941000 , Gap_End_1 : 1456646177 , Gap_End_2 : 1456729770, GeoHash : gbscts, Lon1 : 48.0983 , Lat1 : -4.326532, Lon2 : 48.100094 , Lat2 : -4.3272233 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 226177000 , Gap_End_1 : 1456729770 , Gap_End_2 : 1456729775, GeoHash : gbscts, Lon1 : 48.100094 , Lat1 : -4.3272233, Lon2 : 48.09823 , Lat2 : -4.325865 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1456729764 , Gap_End_2 : 1456729784, GeoHash : gbsg1z, Lon1 : 48.38112 , Lat1 : -4.4858465, Lon2 : 48.38155 , Lat2 : -4.4861317 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227006750 , Gap_End_1 : 1456729784 , Gap_End_2 : 1456792977, GeoHash : gbsg1z, Lon1 : 48.38155 , Lat1 : -4.4861317, Lon2 : 48.38116 , Lat2 : -4.4844418 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227006750 , Gap_End_1 : 1456792973 , Gap_End_2 : 1456792977, GeoHash : gbsg1z, Lon1 : 48.381565 , Lat1 : -4.4861317, Lon2 : 48.38116 , Lat2 : -4.4844418 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456646176 , Gap_End_2 : 1456792981, GeoHash : gbsg1x, Lon1 : 48.38246 , Lat1 : -4.49668, Lon2 : 48.38238 , Lat2 : -4.496577 }
Suspicious RendezVous : { Vessel_1 : 228302900, Vessel_2 : 227318010 , Gap_End_1 : 1456446255 , Gap_End_2 : 1456792983, GeoHash : gbscte, Lon1 : 48.098034 , Lat1 : -4.3242965, Lon2 : 48.098133 , Lat2 : -4.3247485 }
Suspicious RendezVous : { Vessel_1 : 226177000, Vessel_2 : 227941000 , Gap_End_1 : 1456729775 , Gap_End_2 : 1456792991, GeoHash : gbscts, Lon1 : 48.09823 , Lat1 : -4.325865, Lon2 : 48.1001 , Lat2 : -4.3272066 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456792981 , Gap_End_2 : 1456792994, GeoHash : gbsg1x, Lon1 : 48.38238 , Lat1 : -4.496577, Lon2 : 48.382442 , Lat2 : -4.4966865 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1456792977 , Gap_End_2 : 1456793007, GeoHash : gbsg1z, Lon1 : 48.38116 , Lat1 : -4.4844418, Lon2 : 48.38113 , Lat2 : -4.4857016 }
Suspicious RendezVous : { Vessel_1 : 227318010, Vessel_2 : 228302900 , Gap_End_1 : 1456792983 , Gap_End_2 : 1456793792, GeoHash : gbscte, Lon1 : 48.098133 , Lat1 : -4.3247485, Lon2 : 48.098057 , Lat2 : -4.3242865 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1456793007 , Gap_End_2 : 1456863962, GeoHash : gbsg1z, Lon1 : 48.38113 , Lat1 : -4.4857016, Lon2 : 48.38155 , Lat2 : -4.4860816 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1456863960 , Gap_End_2 : 1456863962, GeoHash : gbsg1z, Lon1 : 48.381115 , Lat1 : -4.485668, Lon2 : 48.38155 , Lat2 : -4.4860816 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227003050 , Gap_End_1 : 1456863962 , Gap_End_2 : 1456982173, GeoHash : gbsg1z, Lon1 : 48.38155 , Lat1 : -4.4860816, Lon2 : 48.381134 , Lat2 : -4.4857516 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456792994 , Gap_End_2 : 1456982176, GeoHash : gbsg1x, Lon1 : 48.382442 , Lat1 : -4.4966865, Lon2 : 48.38241 , Lat2 : -4.4965734 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456863964 , Gap_End_2 : 1456982176, GeoHash : gbsg1x, Lon1 : 48.38249 , Lat1 : -4.4967117, Lon2 : 48.38241 , Lat2 : -4.4965734 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227730220 , Gap_End_1 : 1456982173 , Gap_End_2 : 1456982183, GeoHash : gbsg1z, Lon1 : 48.381134 , Lat1 : -4.4857516, Lon2 : 48.380684 , Lat2 : -4.487275 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1456982180 , Gap_End_2 : 1456982233, GeoHash : gbsg4r, Lon1 : 48.3817 , Lat1 : -4.465668, Lon2 : 48.383415 , Lat2 : -4.463725 }
Suspicious RendezVous : { Vessel_1 : 227730220, Vessel_2 : 227008170 , Gap_End_1 : 1456982183 , Gap_End_2 : 1456982234, GeoHash : gbsg1z, Lon1 : 48.380684 , Lat1 : -4.487275, Lon2 : 48.38155 , Lat2 : -4.4860816 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 636016457 , Gap_End_1 : 1456982233 , Gap_End_2 : 1456982296, GeoHash : gbsg4r, Lon1 : 48.383415 , Lat1 : -4.463725, Lon2 : 48.38352 , Lat2 : -4.4645 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1456982176 , Gap_End_2 : 1456982688, GeoHash : gbsg1x, Lon1 : 48.38241 , Lat1 : -4.4965734, Lon2 : 48.38248 , Lat2 : -4.496695 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 228051000 , Gap_End_1 : 1456982234 , Gap_End_2 : 1457065979, GeoHash : gbsg1z, Lon1 : 48.38155 , Lat1 : -4.4860816, Lon2 : 48.381317 , Lat2 : -4.485105 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1457065979 , Gap_End_2 : 1457065984, GeoHash : gbsg1z, Lon1 : 48.381317 , Lat1 : -4.485105, Lon2 : 48.38114 , Lat2 : -4.4844265 }
Suspicious RendezVous : { Vessel_1 : 227941000, Vessel_2 : 227142200 , Gap_End_1 : 1456792991 , Gap_End_2 : 1457065992, GeoHash : gbscts, Lon1 : 48.1001 , Lat1 : -4.3272066, Lon2 : 48.099415 , Lat2 : -4.32738 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1456982688 , Gap_End_2 : 1457066052, GeoHash : gbsg1x, Lon1 : 48.38248 , Lat1 : -4.496695, Lon2 : 48.38242 , Lat2 : -4.4965916 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227008170 , Gap_End_1 : 1457065984 , Gap_End_2 : 1457066054, GeoHash : gbsg1z, Lon1 : 48.38114 , Lat1 : -4.4844265, Lon2 : 48.3815 , Lat2 : -4.486165 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227006750 , Gap_End_1 : 1457066054 , Gap_End_2 : 1457143724, GeoHash : gbsg1z, Lon1 : 48.3815 , Lat1 : -4.486165, Lon2 : 48.381153 , Lat2 : -4.484495 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457066052 , Gap_End_2 : 1457143730, GeoHash : gbsg1x, Lon1 : 48.38242 , Lat1 : -4.4965916, Lon2 : 48.3798 , Lat2 : -4.4974985 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1457143724 , Gap_End_2 : 1457143738, GeoHash : gbsg1z, Lon1 : 48.381153 , Lat1 : -4.484495, Lon2 : 48.381084 , Lat2 : -4.4856 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1457143738 , Gap_End_2 : 1457143741, GeoHash : gbsg1z, Lon1 : 48.381084 , Lat1 : -4.4856, Lon2 : 48.381325 , Lat2 : -4.4850616 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 235101211 , Gap_End_1 : 1457065990 , Gap_End_2 : 1457143749, GeoHash : gbsg1q, Lon1 : 48.374626 , Lat1 : -4.506755, Lon2 : 48.374763 , Lat2 : -4.5064716 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 235101211 , Gap_End_1 : 1457143719 , Gap_End_2 : 1457143749, GeoHash : gbsg1q, Lon1 : 48.374603 , Lat1 : -4.506755, Lon2 : 48.374763 , Lat2 : -4.5064716 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457143730 , Gap_End_2 : 1457143789, GeoHash : gbsg1x, Lon1 : 48.3798 , Lat1 : -4.4974985, Lon2 : 48.382477 , Lat2 : -4.49668 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457143789 , Gap_End_2 : 1457268059, GeoHash : gbsg1x, Lon1 : 48.382477 , Lat1 : -4.49668, Lon2 : 48.37977 , Lat2 : -4.49747 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 227436000 , Gap_End_1 : 1457065992 , Gap_End_2 : 1457268064, GeoHash : gbscts, Lon1 : 48.099415 , Lat1 : -4.32738, Lon2 : 48.09828 , Lat2 : -4.3266315 }
Suspicious RendezVous : { Vessel_1 : 235101211, Vessel_2 : 228762000 , Gap_End_1 : 1457143749 , Gap_End_2 : 1457268080, GeoHash : gbsg1q, Lon1 : 48.374763 , Lat1 : -4.5064716, Lon2 : 48.374626 , Lat2 : -4.5068 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457268059 , Gap_End_2 : 1457268109, GeoHash : gbsg1x, Lon1 : 48.37977 , Lat1 : -4.49747, Lon2 : 48.382423 , Lat2 : -4.49663 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457268109 , Gap_End_2 : 1457369248, GeoHash : gbsg1x, Lon1 : 48.382423 , Lat1 : -4.49663, Lon2 : 48.3797 , Lat2 : -4.497462 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457369240 , Gap_End_2 : 1457369248, GeoHash : gbsg1x, Lon1 : 48.38212 , Lat1 : -4.496997, Lon2 : 48.3797 , Lat2 : -4.497462 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1457143741 , Gap_End_2 : 1457465513, GeoHash : gbsg1z, Lon1 : 48.381325 , Lat1 : -4.4850616, Lon2 : 48.38108 , Lat2 : -4.4844017 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1457465513 , Gap_End_2 : 1457465528, GeoHash : gbsg1z, Lon1 : 48.38108 , Lat1 : -4.4844017, Lon2 : 48.381145 , Lat2 : -4.4857135 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457369248 , Gap_End_2 : 1457465539, GeoHash : gbsg1x, Lon1 : 48.3797 , Lat1 : -4.497462, Lon2 : 48.382145 , Lat2 : -4.497065 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457465539 , Gap_End_2 : 1457465542, GeoHash : gbsg1x, Lon1 : 48.382145 , Lat1 : -4.497065, Lon2 : 48.37978 , Lat2 : -4.49749 }
Suspicious RendezVous : { Vessel_1 : 227318010, Vessel_2 : 227319570 , Gap_End_1 : 1457369241 , Gap_End_2 : 1457465612, GeoHash : gbscte, Lon1 : 48.098133 , Lat1 : -4.325015, Lon2 : 48.09799 , Lat2 : -4.3241215 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457465542 , Gap_End_2 : 1457465704, GeoHash : gbsg1x, Lon1 : 48.37978 , Lat1 : -4.49749, Lon2 : 48.379528 , Lat2 : -4.49702 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1457465704 , Gap_End_2 : 1457551237, GeoHash : gbsg1x, Lon1 : 48.379528 , Lat1 : -4.49702, Lon2 : 48.38215 , Lat2 : -4.4970484 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1457551234 , Gap_End_2 : 1457551237, GeoHash : gbsg1x, Lon1 : 48.379543 , Lat1 : -4.4970465, Lon2 : 48.38215 , Lat2 : -4.4970484 }
Suspicious RendezVous : { Vessel_1 : 227436000, Vessel_2 : 226177000 , Gap_End_1 : 1457268064 , Gap_End_2 : 1457551243, GeoHash : gbscts, Lon1 : 48.09828 , Lat1 : -4.3266315, Lon2 : 48.098152 , Lat2 : -4.3250666 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457551237 , Gap_End_2 : 1457551257, GeoHash : gbsg1x, Lon1 : 48.38215 , Lat1 : -4.4970484, Lon2 : 48.379784 , Lat2 : -4.4974685 }
Suspicious RendezVous : { Vessel_1 : 226177000, Vessel_2 : 226179000 , Gap_End_1 : 1457551243 , Gap_End_2 : 1457551341, GeoHash : gbscts, Lon1 : 48.098152 , Lat1 : -4.3250666, Lon2 : 48.098255 , Lat2 : -4.326175 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1457465528 , Gap_End_2 : 1457654388, GeoHash : gbsg1z, Lon1 : 48.381145 , Lat1 : -4.4857135, Lon2 : 48.3815 , Lat2 : -4.486165 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1457551240 , Gap_End_2 : 1457654388, GeoHash : gbsg1z, Lon1 : 48.38112 , Lat1 : -4.485707, Lon2 : 48.3815 , Lat2 : -4.486165 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457551257 , Gap_End_2 : 1457654395, GeoHash : gbsg1x, Lon1 : 48.379784 , Lat1 : -4.4974685, Lon2 : 48.37954 , Lat2 : -4.497035 }
Suspicious RendezVous : { Vessel_1 : 227008170, Vessel_2 : 227003050 , Gap_End_1 : 1457654388 , Gap_End_2 : 1457654401, GeoHash : gbsg1z, Lon1 : 48.3815 , Lat1 : -4.486165, Lon2 : 48.381115 , Lat2 : -4.485765 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 228144000 , Gap_End_1 : 1457465612 , Gap_End_2 : 1457654405, GeoHash : gbscte, Lon1 : 48.09799 , Lat1 : -4.3241215, Lon2 : 48.098076 , Lat2 : -4.3242216 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457654395 , Gap_End_2 : 1457654414, GeoHash : gbsg1x, Lon1 : 48.37954 , Lat1 : -4.497035, Lon2 : 48.379776 , Lat2 : -4.4974833 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457654414 , Gap_End_2 : 1457654415, GeoHash : gbsg1x, Lon1 : 48.379776 , Lat1 : -4.4974833, Lon2 : 48.38217 , Lat2 : -4.49705 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228160000 , Gap_End_1 : 1457551341 , Gap_End_2 : 1457654799, GeoHash : gbscts, Lon1 : 48.098255 , Lat1 : -4.326175, Lon2 : 48.10182 , Lat2 : -4.32131 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457654415 , Gap_End_2 : 1457783687, GeoHash : gbsg1x, Lon1 : 48.38217 , Lat1 : -4.49705, Lon2 : 48.379707 , Lat2 : -4.4970565 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457783687 , Gap_End_2 : 1457783739, GeoHash : gbsg1x, Lon1 : 48.379707 , Lat1 : -4.4970565, Lon2 : 48.383633 , Lat2 : -4.4953384 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227730220 , Gap_End_1 : 1457654401 , Gap_End_2 : 1457784392, GeoHash : gbsg1z, Lon1 : 48.381115 , Lat1 : -4.485765, Lon2 : 48.380714 , Lat2 : -4.4872484 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457783739 , Gap_End_2 : 1457934645, GeoHash : gbsg1x, Lon1 : 48.383633 , Lat1 : -4.4953384, Lon2 : 48.38366 , Lat2 : -4.49545 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457934645 , Gap_End_2 : 1457934646, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.49545, Lon2 : 48.37956 , Lat2 : -4.49704 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457934646 , Gap_End_2 : 1457934651, GeoHash : gbsg1x, Lon1 : 48.37956 , Lat1 : -4.49704, Lon2 : 48.383675 , Lat2 : -4.495332 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457934651 , Gap_End_2 : 1458038581, GeoHash : gbsg1x, Lon1 : 48.383675 , Lat1 : -4.495332, Lon2 : 48.379547 , Lat2 : -4.497125 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1458038581 , Gap_End_2 : 1458038585, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.497125, Lon2 : 48.383595 , Lat2 : -4.495515 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1458038585 , Gap_End_2 : 1458038591, GeoHash : gbsg1x, Lon1 : 48.383595 , Lat1 : -4.495515, Lon2 : 48.38357 , Lat2 : -4.4954734 }
